S_No,Scientific_Name,Family,Common_Name,Herbarium_Uses_URL,source_file
1867,Viscum monoicum Roxb. ex DC.,LORANTHACEAE,Kuchle-ka-malang,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009105&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1868,Viscum orientale Willd.,LORANTHACEAE,Baandaa,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009104&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1869,Vitex agnus-castus L.,VERBENACEAE,Monk's Pepper-Tree (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013289&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1870,Vitex glabrata R.Br.,VERBENACEAE,Bhadu (Bihar),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013280&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1871,Vitex leucoxylon L.f.,VERBENACEAE,Sherus (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013281&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1872,Vitex negundo L.,VERBENACEAE,"Nirgundi, Sambhalu (Punjabi)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013287&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1873,Vitex peduncularis Wall. ex Schauer,VERBENACEAE,"Minjurgorwa, Nagpheni",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013283&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1874,Vitex pinnata L.,VERBENACEAE,Nowlieragu (Tel.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013286&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1875,Vitex trifolia L.,VERBENACEAE,"Pani-ki-sanbhalu, Sufed-sanbhalu",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013291&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1876,Vitis vinifera L.,VITACEAE,Angur dakh,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003428&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1877,Wagatea spicata Dalzell,CAESALPINIACEAE,Wakeri (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003408&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1878,Waltheria indica L.,STERCULIACEAE,Khar dudhi (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013933&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1879,Wattakaka volubilis (L.) Stapf,ASCLEPIADACEAE,Nak-chhikni,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009483&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1880,Wedelia biflora (L.) DC.,ASTERACEAE,Sonki (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009326&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1881,Wedelia chinensis (Osbeck) Merr.,ASTERACEAE,"Bhanra, Bhangra",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009324&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1882,Wedelia wallichii Less.,ASTERACEAE,Parbatijeera (Oriya),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009325&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1883,Wikstroemia indica (L.) C.A.Mey.,THYMELAEACEAE,Small-Leaf Salago (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009152&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1884,Withania coagulans (Stocks) Dunal,SOLANACEAE,"Akri, Punir",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009183&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1885,Withania somnifera (L.) Dunal,SOLANACEAE,"Punir, Asgandh",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009182&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1886,Woodfordia fruticosa (L.) Kurz,LYTHRACEAE,"Dhai, Dhava",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013792&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1887,Wrightia tinctoria R.Br.,APOCYNACEAE,"Indrajau, Mitha-indrajau",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009462&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1888,Wrightia tomentosa (Roxb.) Roem. & Schult.,APOCYNACEAE,"Dudhi, Dharauli",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009463&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1889,Xanthium strumarium L.,ASTERACEAE,"Banokra, Gokhru",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009332&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1890,Xeromphis spinosa (Thunb.) Keay,RUBIACEAE,Mainphal,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009389&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1891,Xeromphis uliginosa (Retz.) Maheshw.,RUBIACEAE,"Pindalu, Panar",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009392&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1892,Ximenia americana L.,OLACACEAE,Kondanakkera (Tel.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009857&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1893,Xylia xylocarpa (Roxb.) Taub.,MIMOSACEAE,"Jambu, Suria",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003459&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1894,Yucca aloifolia L.,LILIACEAE,Adam's Needle (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002954&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1895,Yucca gloriosa L.,LILIACEAE,Yucca (Marathi),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002955&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1896,Zanonia indica L.,CUCURBITACEAE,"Chirpoti, Patakona",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009416&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1897,Zanthoxylum acanthopodium DC.,RUTACEAE,"Darmar, Nepali Dhaniya",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009843&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1898,Zanthoxylum armatum DC.,RUTACEAE,"Timbur, Timur",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009839&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1899,Zanthoxylum nitidum (Roxb.) DC.,RUTACEAE,Tezamul (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009840&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1900,Zanthoxylum ovalifolium Wight,RUTACEAE,Armadalu (Kan.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009842&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1901,Zanthoxylum oxyphyllum Edgew.,RUTACEAE,Mezenga (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009841&column=szBarcode,BSI_Medicinal_Plant_Database (19).csv
1902,Zanthoxylum rhetsa (Roxb.) DC.,RUTACEAE,Badrang,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009838&column=szBarcode,BSI_Medicinal_Plant_Database (19).csv
1903,Zataria multiflora Boiss.,LAMIACEAE,Saatar (Urdu),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008713&column=szBarcode,BSI_Medicinal_Plant_Database (19).csv
1904,Zeuxine strateumatica (L.) Schltr.,ORCHIDACEAE,Swethuli (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002969&column=szBarcode,BSI_Medicinal_Plant_Database (19).csv
1905,Zingiber montanum (Koen.) Link ex A.Dietr.,ZINGIBERACEAE,Ban-ada,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003029&column=szBarcode,BSI_Medicinal_Plant_Database (19).csv
1906,Zingiber officinale Roscoe,ZINGIBERACEAE,Adrak,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003030&column=szBarcode,BSI_Medicinal_Plant_Database (19).csv
1907,Zingiber zerumbet (L.) Sm.,ZINGIBERACEAE,Gada (Local Name),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003031&column=szBarcode,BSI_Medicinal_Plant_Database (19).csv
1908,Ziziphus glabrata Heyne ex Roth,RHAMNACEAE,Vatadalla (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003469&column=szBarcode,BSI_Medicinal_Plant_Database (19).csv
1909,Ziziphus jujuba Mill.,RHAMNACEAE,"Pitni-ber, kandika",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003470&column=szBarcode,BSI_Medicinal_Plant_Database (19).csv
1910,Ziziphus mauritiana Lam.,RHAMNACEAE,"Baer, Ber",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003471&column=szBarcode,BSI_Medicinal_Plant_Database (19).csv
1911,Ziziphus nummularia (Burm.f.) Wight & Arn.,RHAMNACEAE,Jharberi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003468&column=szBarcode,BSI_Medicinal_Plant_Database (19).csv
1912,Ziziphus oenoplia (L.) Mill.,RHAMNACEAE,Makai,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003467&column=szBarcode,BSI_Medicinal_Plant_Database (19).csv
1913,Ziziphus rugosa Lam.,RHAMNACEAE,Churna,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003465&column=szBarcode,BSI_Medicinal_Plant_Database (19).csv
1914,Zornia gibbosa Span.,FABACEAE,Samrapani (Guj.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003341&column=szBarcode,BSI_Medicinal_Plant_Database (19).csv
1915,Zygophyllum simplex L.,ZYGOPHYLLACEAE,Alethi (Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013814&column=szBarcode,BSI_Medicinal_Plant_Database (19).csv
201,Bambusa bambos Druce,POACEAE,Kalak (Local name),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003181&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
202,Barleria buxifolia L.,ACANTHACEAE,Liksura (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009043&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
203,Barleria courtallica Nees,ACANTHACEAE,Chethasahacharam (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009059&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
204,Barleria cristata L.,ACANTHACEAE,Nil jhinti,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009044&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
205,Barleria longiflora L.f.,ACANTHACEAE,Ekakantaka (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009054&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
206,Barleria noctiflora L.f.,ACANTHACEAE,Naga gorinta (Telugu),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009042&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
207,Barleria prionitis L.,ACANTHACEAE,"Jhinti, Katsareya",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009041&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
208,Barleria strigosa Willd.,ACANTHACEAE,Neelakurantak (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009048&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
209,Barringtonia acutangula (L.) Gaertn.,LECYTHIDACEAE,Hijjal,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013810&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
210,Barringtonia racemosa (L.) Roxb.,LECYTHIDACEAE,Samudraphala (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013809&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
211,Basella rubra L.,BASELLACEAE,"Poi, Safedbachla",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009908&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
212,Bauhinia malabarica Roxb.,CAESALPINIACEAE,"Amli, Amlosa",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003492&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
213,Bauhinia purpurea L.,CAESALPINIACEAE,Khairwal,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003486&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
214,Bauhinia racemosa Lam.,CAESALPINIACEAE,"Kachnal, Ashta",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003491&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
215,Bauhinia retusa Ham. ex. DC.,CAESALPINIACEAE,Semla,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003483&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
216,Bauhinia vahlii Wight & Arn.,CAESALPINIACEAE,Maljan,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003489&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
217,Bauhinia variegata L.,CAESALPINIACEAE,Kachnar,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003485&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
218,Begonia rex Putz.,BEGONIACEAE,King Begonia (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013776&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
219,Benincasa hispida (Thunb.) Cogn.,CUCURBITACEAE,Petha,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013781&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
220,Berberis aristata DC.,BERBERIDACEAE,"Chitra, Daruhald",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003776&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
221,Berberis asiatica Roxb. ex. DC.,BERBERIDACEAE,Kilmora (Kumaun),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003787&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
222,Berberis insignis Hook.f. & Thomson,BERBERIDACEAE,Kasmal (Simla),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003786&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
223,Berberis lycium Royle,BERBERIDACEAE,Kasmal (Simla),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003775&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
224,Berchemia lineata DC.,RHAMNACEAE,Kameti (Kumaun),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003605&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
225,Bergia suffriticosa (Del.) Fenzl.,ELATINACEAE,Gangharaw (Guj.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003823&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
226,Beta vulgaris L.,CHENOPODIACEAE,Chukandar,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008834&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
227,Betula alnoides Buch.-Ham.ex D.Don,BETULACEAE,Bhojpatra,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008928&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
228,Betula utilis D.Don,BETULACEAE,Bhojpatra,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008929&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
229,Bidens tripartita L.,ASTERACEAE,Threelobe Beggar Tick (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013643&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
230,Biophytum sensitivum (L.) DC.,OXALIDACEAE,Lajalu,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013457&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
231,Bischofia javanica Blume,EUPHORBIACEAE,Paniala,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008987&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
232,Bixa orellana L.,BIXACEAE,Latkan,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003725&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
233,Blechnum orientale L.,BLECHNACEAE,Haththazori,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003252&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
234,Blepharis edulis Pers.,ACANTHACEAE,Chaupatia,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009056&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
235,Blepharis indica Stocks ex T.Anderson,ACANTHACEAE,Kolimukkan chedi (Tamil),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009057&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
236,Blighia sapida Koen. & Sims.,SAPINDACEAE,Akee (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003579&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
237,Blumea balsamifera (L.) DC.,ASTERACEAE,Kakaronda,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013645&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
238,Blumea densiflora (Wall.) DC.,ASTERACEAE,Grand Blumea (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013647&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
239,Blumea eriantha DC.,ASTERACEAE,Nimurdi (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013648&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
240,Blumea lacera (Burm.f.) DC.,ASTERACEAE,Kakranda,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013649&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
241,Blumea lanceolaria (Roxb.) Druce,ASTERACEAE,Tera paibi macha (Manipuri),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013650&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
242,Boehmeria nivea (L.) Gaud.,URTICACEAE,Kankura (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009014&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
243,Boerhavia diffusa L.,NYCTAGINACEAE,Sant,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008904&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
244,Bombax ceiba L.,BOMBACACEAE,"Semal, Semul (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003869&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
245,Borassus flabellifer L.,ARECACEAE,Tar,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003199&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
246,Borreria articularis (L.f.) F.N.Wiliams,RUBIACEAE,"Guthari, Madanaghanta (Sans.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013597&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
247,Boswellia serrata Roxb. ex Coleb.,BURSERACEAE,Salai,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009883&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
248,Botrychium lunaria (L.) Sw.,OPHIOGLOSSACEAE,Moonwort (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003270&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
249,Botrychium virginianum (L.) Sw.,OPHIOGLOSSACEAE,Rattle snake fern (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003271&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
250,Brassica juncea (L.) Czern.,BRASSICACEAE,"Asal rai, Laha",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003753&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
251,Brassica nigra L.,BRASSICACEAE,Banarasi rai,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003752&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
252,Breynia retusa (Dennst.) Alston,EUPHORBIACEAE,Chitki (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008956&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
253,Breynia retusa (L.) Spreng.,EUPHORBIACEAE,Chitki (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008952&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
254,Breynia rhamnoides (Retz.) Muell.-Arg.,EUPHORBIACEAE,Tikhar,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008957&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
255,Bridelia montana Willd.,EUPHORBIACEAE,"Khaja, Gondui",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008953&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
256,Bromus mollis L.,POACEAE,Soft brome (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003182&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
257,Brucea javanica (L.) Merr.,SIMAROUBACEAE,Chinese Sumac (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013481&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
258,Bryonopsis laciniosa (L.) Naud.,CUCURBITACEAE,"Gorgu-naru, Mala (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013780&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
259,Bryophyllum pinnatum Lam.,CRASSULACEAE,Zakhm-haiyat,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009436&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
260,Buchanania lanzan Spreng.,ANACARDIACEAE,"Piyar, Chironji",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003567&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
261,Buddleja asiatica Lour.,BUDDLEJACEAE,Neemda,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013557&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
262,Bunium persicum (Boiss.) Fedt.,APIACEAE,"Siah-zirah, Kala-zirah",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013757&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
263,Butea monosperma (Lam.) Taub.,FABACEAE,"Dhak, Palas (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003662&column=szBarcode,BSI_Medicinal_Plant_Database (2).csv
